(82, 211)
(82, 212)
(82, 213)
(82, 214)
(82, 216)
(82, 217)
(82, 219)
(82, 226)
(82, 228)
(82, 321)
(82, 322)
(82, 323)
(83, 201)
(83, 225)
(83, 323)
(83, 324)
(84, 324)
(85, 321)
(85, 323)
(85, 325)
(86, 325)
(86, 326)
(88, 327)
(89, 328)
(92, 330)
(93, 331)
(94, 331)
(94, 332)
(94, 333)
(95, 332)
(95, 333)
(95, 334)
(96, 333)
(96, 334)
(96, 335)
(96, 336)
(96, 337)
(97, 334)
(97, 336)
(97, 337)
(97, 338)
(98, 337)
(98, 339)
(98, 340)
(98, 345)
(99, 345)
(102, 343)
(123, 135)
(123, 139)
(123, 141)
(123, 142)
(123, 143)
(123, 144)
(123, 145)
(123, 146)
(123, 147)
(123, 149)
(123, 150)
(123, 151)
(123, 152)
(123, 153)
(123, 173)
(124, 129)
(124, 130)
(124, 131)
(124, 132)
(124, 133)
(124, 134)
(124, 147)
(124, 157)
(124, 162)
(124, 167)
(125, 129)
(125, 131)
(125, 133)
(125, 138)
(126, 126)
(126, 140)
(154, 172)
(186, 190)
(187, 187)
(187, 188)
(187, 189)
(187, 190)
(187, 191)
(188, 185)
(188, 186)
(188, 187)
(188, 188)
(188, 189)
(189, 182)
(189, 183)
(189, 184)
(190, 180)
(190, 181)
(190, 183)
(191, 177)
(191, 178)
(192, 176)
(192, 177)
(195, 172)
(196, 169)
(206, 151)
(207, 149)
(258, 259)
(258, 260)
(259, 260)
